image_path,caption,image_entropy_total,image_entropy_r,image_entropy_g,image_entropy_b,text_entropy
img\image_0.jpg,"English: Puerto Rican Giant Centipede, Scolopendra gigantea; Vieques, Puerto Rico Slovenčina: Stonožka obrovská, Scolopendra gigantea; Vieques, Portoriko",7.685630947097618,7.705777263003484,7.713947411349322,7.637168166940047,4.269140882381879
img\image_1.jpg,English: Moulay Ali Cherif Mausoleum in Rissani south east Morocco,5.495579503842269,5.559248438741571,5.824226559034347,5.103263513750886,3.927911687403116
img\image_2.jpg,"English: Teucrium corymbosum, Marysville, Victoria, Australia",7.34643533481232,7.614480315014676,7.299868468812363,7.124957220609918,4.12560399430953
img\image_3.jpg,Tropical Storm Fausto at high latitude in the central Pacific Ocean,7.173425038655599,7.1751790046691895,7.169093608856201,7.176003456115723,3.8719141025369597
img\image_4.jpg,Bersée Nord Nord-Pas-de-Calais-Picardie France.,7.509659880235307,7.52808315072199,7.713046877887096,7.287849612096833,3.8821769594621522
img\image_5.jpg,English: Igreja do Rosário,7.496492215652302,7.384286268963188,7.616439282635005,7.488751095358712,3.7381493331928657
img\image_6.jpg,"English: Blaine Luetkemeyer, member of the United States House of Representatives.",6.8371022813868905,7.120869261939137,6.706787768533323,6.683649813688213,4.053773158025588
img\image_7.jpg,Deutsch: Optische Täuschung: Jastrow-Illusion,7.437116154861094,7.1028049677062635,7.576284855115748,7.632258641761274,4.172206918879583
img\image_8.jpg,"English: Konkalisahak, wayang kulit figure from the epos Serat Menak Sasak Deutsch: Konkalisahak, Wayang Kulit Figure aus dem Epos Serat Menak Sasak",7.105879973856968,7.072563448779828,7.11521430383759,7.129862168953488,4.099860704961841
img\image_9.jpg,"English: The Christian-Patterson Rental Property in Eugene, Oregon, listed on the NRHP",7.653417656007343,7.748648520052158,7.708874311602051,7.502730136367821,3.9218241848508724
img\image_10.jpg,English: Panasonic Lumix DMC-FZ30 digital camera Suomi: Panasonic Lumix DMC-FZ30 -digitaalikamera,4.95065234966938,4.89044590321788,4.975040355833148,4.986470789957114,4.3155662447909915
img\image_11.jpg,"English: Gideon Emery recording in studio in Los Angeles, 2017.",7.408744129409335,7.637668672032541,7.379539150418092,7.209024565777373,4.112755765047084
img\image_12.jpg,"Magyar: Horváth Ernő (Budapest, 1883. november 11. – Budapest, 1943. január 3.) tanár, a hazai aviatika úttörőjének sírja Budapesten. Kerepesi temető: 49-2-57.",7.597407263032782,7.599634390126516,7.564117506646392,7.628469892325437,4.812417404406525
img\image_13.jpg,"English: St.-Maurus-Kapelle, Beuron (Donautal), erbaut 1868–1870, Architect: Desiderius Lenz. Wallpicture of Holy Maurus Juli 2016 Deutsch: St.-Maurus-Kapelle, Beuron (Donautal), erbaut 1868–1870, Architekt: Desiderius Lenz. Wamdbild: Tod des Heiligen Maurus Juli 2016",7.2576904028376035,7.191662962082667,7.2825452934434045,7.298862952986738,4.700908929643759
img\image_14.jpg,English: Eastern Dedicated Freight Corridor of India is under construction,7.018370196269175,6.857013164799615,6.9539268922143,7.2441705317936105,3.846939684798163
img\image_15.jpg,Eesti: Fail kirjeldab veereva katiku nähtust,7.461617326686908,7.293752313600654,7.389310793491356,7.701788872968714,3.96228836907077
img\image_16.jpg,Português: Humberto Silva concede entrevista após fundação do Fundo Mundial para as Hepatites.,7.206610878865326,7.395888528244577,7.2297761659146556,6.994167942436744,4.294389485271047
img\image_17.jpg,"Italiano: Federico II riceve dal filosofo Michele Scoto la traduzione delle opere di Aristotele, 1860",7.489692802118174,7.718619279685414,7.521553981835206,7.228905144833902,4.0192987557172515
img\image_18.jpg,"Português: Antigos galpões da Cooperativa Agrícola de Cotia, no distrito do Jaguaré, cidade de São Paulo, Brasil",7.466803565725082,7.616506516160181,7.558794230141282,7.225109950873783,4.146944863899846
img\image_19.jpg,"Lanius meridionalis, Pêra, Algarve, Portugal",3.438856399611138,3.5372438568618216,3.3355038367376264,3.443821505233965,3.9534165616716064
img\image_20.jpg,"English: Invesco, a company started in Atlanta, moved to London and back to Atlanta, is headquartered in this building on Peachtree Street north of the High Museum of Art and near I-85.",7.267708232143627,7.264119551638799,7.2205918919078105,7.318413252884272,4.178313349821418
img\image_21.jpg,English: Entrance of the Neurological Institute of New York,7.721594471201475,7.750741415333629,7.710304775392313,7.703737222878484,3.9522987203460653
img\image_22.jpg,"Königlicher Kronen-Orden (Preußen): Bruststern zur I. Klasse (3. Modell), Avers.",4.613582743479002,4.5623707211274755,4.6286182541709024,4.649759255138628,4.447521807193078
img\image_23.jpg,"English: The RVCodeEditor is a part of RenovatioCMS. It enables you to edit the php, sql, html, java script and css source code of your RenovatioCMS documents. Nederlands: De RVCodeEditor is een deel van RenovatioCMS. Zij stelt u in staat om de php, sql, html, javascript en css broncode van uw RenovatioCMS documenten te beheren.",3.607086647887309,3.8098385238661727,3.712350237285811,3.299071182509943,4.200669576804377
img\image_24.jpg,"Español: Karol Cariola durante la visita de la candidata presidencial Nueva Mayoría, Michelle Bachelet, a la comuna de Independencia, el 24 de agosto de 2013.",6.441823253119542,6.371717219494856,6.446593467169425,6.507159072694345,4.195497280897887
img\image_25.jpg,Polski: Kolejka linowa Elka w Parku Śląskim w Chorzowie 2013,7.117437075259011,7.1768849514034,7.211897378372112,6.963528896001519,4.206669454469437
img\image_26.jpg,"English: Dar Seffarine in Fes, Morocco",7.757020578015187,7.789076167295937,7.755729342129381,7.726256224620243,3.8758494743010163
img\image_27.jpg,Julin (Polska) - plantacja nasienna,7.372900563465701,7.48693824637852,7.557432350256597,7.074331093761987,3.7614457889184734
img\image_28.jpg,"English: TruJet ATR 72-500, registered VT-TMP, pushing back at Rajiv Gandhi Intl Airport Hyderabad bound for Rajahmundry.",7.246390538315121,7.310893159731799,7.256083239019739,7.172195216193822,4.477811656948126
img\image_29.jpg,Čeština: Obecní úřad v obci Malá Štáhle,7.352007459759942,7.592463534471881,7.3733935046334995,7.090165340174443,4.182336834024969
img\image_30.jpg,"Red-browed Finch, Neochmia temporalis; wild bird",7.6341571116642255,7.679425845312506,7.631787976418692,7.591257513261477,4.168833991324552
img\image_31.jpg,"English: Temple, Budapest, Hungary, aerial photography Magyar: A Szent Gellért-templom Budapest XI. kerületében. Épült Kiss András Ybl Miklós-díjas építész tervei szerint 1984 és 1992 között",7.8561546042892205,7.868572778398807,7.836051957405896,7.86383907706296,4.708396676455449
img\image_32.jpg,William Dutcher,5.306196137474372,5.270439741881271,5.290388271303383,5.357760399238461,3.640223928941851
img\image_33.jpg,"Hymenocallis occidentalis - Woodland, hammock, or northern spider-lily",7.646686249032306,7.672590984199535,7.732312169384776,7.535155593512607,4.1250446259664315
img\image_34.jpg,"English: Brigade General Tahsin Yazıcı receiving the Silver Star from Lieutenant General Walton Walker (December 15, 1950).",7.284741233023777,7.447000321549216,7.309973592374393,7.097249785147721,4.414133940966401
img\image_35.jpg,"English: Peninsula Eggøya, Jan Mayen. Deutsch: Halbinsel Eggøya, Jan Mayen. Holzschnitt aus dem Expeditionsbericht der Norwegische Nordmeerexpedition.",6.296717006815985,6.296717006815985,6.296717006815985,6.296717006815985,4.363223100827203
img\image_36.jpg,"English: Drosophila setosimentum, one of the Hawaiian picture-wing species.",6.816191857895134,6.739555508537,6.801258570381594,6.90776149476681,4.182366111091028
img\image_37.jpg,"""English: Stephen B Whatley standing in front of """"The Sleeping Beauty Beyond The Wall: Kensington Palace""""""",7.409339317030054,7.235631510440105,7.226784419425814,7.765602021224243,4.131743375398898
img\image_38.jpg,"Português: Boeing 737-300 da Sideral Air Cargo, de prefixo PR-SDL, no Aeroporto de São Luís, Maranhão.",6.864289347602561,6.7866396524444745,6.987038105664979,6.819190284698229,4.412553353594993
img\image_39.jpg,"A school of Jack Mackerel (Trachurus declivis). Fairy Bower, Manly, NSW",7.167884473314875,7.0171311040585085,7.246431893993247,7.240090421892869,4.36519466310697
img\image_40.jpg,Masdevallia coccinea f. alba 'Snowbird' AM/AOS,4.228819708925708,4.422216331306897,4.07010133358353,4.194141461886698,3.971734173768879
img\image_41.jpg,"Nederlands: Het grafmonument van Sebastiaan boven zijn graf door Giuseppe Giorgetti (c.1671-72) in de Sint Sebastiaan buiten de Muren, langs de Via Appia in Rome",6.94222020624855,6.948540531819516,6.926376111307123,6.95174397561901,4.3004779039627925
img\image_42.jpg,Português: Vice-Almirante Fernando de Quintanilha e Mendonça Dias,7.446844153943822,7.330734405639658,7.478885264549465,7.53091279164234,4.19016136917265
img\image_43.jpg,"""San Marino, October 6–7, 2006. The 1990–91 Lancia Delta HF Integrale 16v of Massimo """"Miki"""" Biasion at 2006 Rally Legend.""",7.752434582937146,7.734206322466177,7.756195589270699,7.766901837074565,4.499764502893219
img\image_44.jpg,"Deutsch: Schematische Darstellung eines Schweins, Schweinskopf.",1.8469144519823297,1.854904801297621,1.8393636548626657,1.8464748997867027,4.102468273683174
img\image_45.jpg,English: inside,7.607410125013349,7.630857914441773,7.60651078325697,7.584861677341305,3.189898095464287
img\image_46.jpg,Nederlands: BAG woonplaatsen - Gemeente Teylingen.png,3.762160240555019,3.6917369556184862,3.825710644799844,3.769033121246726,3.8854913886812255
img\image_47.jpg,Русский: Ночь в Гранд Макете,6.130044007060999,6.146277211807359,5.940999877780559,6.302854931595079,4.09306920777189
img\image_48.jpg,English: Recreation of the Department of Finance chart on the distribution of Irish exchequer tax revenues,2.1659997849930783,2.1169571974154286,2.168150953815678,2.2128912037481285,4.012639974929527
img\image_49.jpg,Русский: Станция метро «Горьковская» Нижегородского метрополитена English: Gorkovskaya metro station of the Nizhny Novgorod metro,6.977437215395443,7.162466428352411,7.082636049447861,6.687209168386058,5.020225078292843
img\image_50.jpg,"English: South Shore Hospital. The NHS hospital on Lytham Road, seen from outside St.Margaret's Catholic chapel, to the right of shot.",6.47107381260068,6.505012075555245,6.432787017847319,6.475422344399476,4.061937101503602
img\image_51.jpg,"English: Dresden Park Railway, Saint Nicholas' Eve, Steam locomotives 001 Lisa (right) and 003 Moritz shorly after water refilling at ZOO station (white water tower on the left)Deutsch: Dresdner Parkeisenbahn, Nikolausfahrten, Dampflokomotiven 001 Lisa (rechts) und 003 Moritz kurz nach dem Wasserauffüllen (weißer Wasserturm am linken Bildrand), Bf. ZOOČeština: Drážďanská parková dráha, Mikulášské jízdy, parní lokomotivy 001 Lisa (vpravo) a 003 Mořic krátce po doplnění vody (bílá vodárna vlevo) v prostoru stanice ZOO",7.7590134288146,7.7721962296482845,7.7775464318545575,7.727297624940957,4.694591914437053
img\image_52.jpg,"Español: El Museo nacional de etnografía de Nampula es el único museo nacional de Mozambique que no está localizado en Maputo.Português: O Museu Nacional de Etnografia de Nampula, é o único museu nacional moçambicano não localizado em Maputo. O edifício é um projecto do arquitecto Mário de Oliveira",7.552633485428956,7.617493363879146,7.726124851557521,7.314282240850199,4.211374431429611
img\image_53.jpg,Deutsch: Das Dallauer Schloss: Eckturm und Palas blieben erhalten.,7.373317775398043,7.371637367176901,7.435254359883112,7.313061599134114,4.014769165143282
img\image_54.jpg,"""English: Stora Teatern (""""Grand Theater"""") in Gothenburg, Sweden. Svenska: Stora Teatern i Göteborg.""",7.635056088971541,7.592431071574439,7.644770654193646,7.667966541146537,4.133709994541179
img\image_55.jpg,Српски / srpski: Иконостас у Православној цркви Светог Глигорија у Товаришеву,7.261544356467538,7.501181463131659,7.382695211303282,6.900756394967672,4.271475873502887
img\image_56.jpg,Euskara: Sentimenduen analisirako Talaia ataria. 2016ko EAEko hauteskunde autonomikoen termmetro digital gisa. English: Talaia portal of sentiment analysis. Digital thermometer of the 2016 regional elections.,3.7645627708576743,3.7823190921499634,3.766108858807651,3.7452603616154088,4.157889417633971
img\image_57.jpg,This file was uploaded with Commonist. Italiano: Grappolo di pomodori cigliegino a diverso grado di maturazione,7.238212071445742,7.641642552394415,7.338639794357114,6.734353867585695,4.068006717305965
img\image_58.jpg,"""English: Drawing of Lelwel Hartebeest (Alcelaphus buselaphus lelwel), from """"Records of Big Game"""", Rowland Ward""",2.7403446024363967,2.740344602436397,2.740344602436397,2.740344602436397,4.288670543592647
img\image_59.jpg,English: Archives New Zealand Reference: ACGO 8333 IA1 1350 / 15/11/59182,5.986941554767353,5.212275136324404,6.26195693529039,6.486592592687268,4.32526108027105
img\image_60.jpg,English: 80 Jahre Citroen Traction Avant 2014 La Ferte-Vidame,6.012248844242542,5.9499583467878985,6.027054483541681,6.059733702398046,4.2482915919384485
img\image_61.jpg,"English: Diodora rueppellii (G.B. Sowerby I, 1835) (underside) , a keyhole limpet from the family Fissurellidae; Malaga, Spain",6.392297984704981,6.4399447064694275,6.3905489897249685,6.346400257920546,4.4644820298445795
img\image_62.jpg,"Português: Brasília - Os ministros das Relações Exteriores do Suriname e do Brasi, Winston Lackin e Antônio Patriota, dão entrevista sobre os acordos de cooperação entre os dois países.",7.155329192068572,7.131012217932723,7.160750001938449,7.174225356334547,4.136395992518216
img\image_63.jpg,English: Flag of Aga Niigata 日本語: 阿賀町旗,1.4664862776747514,1.3762586234748246,1.4801597055484446,1.543040504000985,3.988077434998132
img\image_64.jpg,Deutsch&#x3a;&#32; The Black Dahlia Murder - Wacken Open Aire 2016English&#x3a;&#32; The Black Dahlia Murder - Wacken Open Aire 2016,4.874302059054998,5.3945188886096656,4.621758392459582,4.606628896095749,4.546854138840013
img\image_65.jpg,English: Adding cloisons to patterned base Cloisonne production at an official state production facility. Picture taken late September 2002 by Leonard G. Selectively digitally blurred for jpeg image storage reduction.,7.908146932851658,7.930686889801936,7.906659987531917,7.887093921221118,4.23888058197207
img\image_66.jpg,"""Sculpture """"De Eenden"""" in Wanroij, The Netherlands""",7.2442266400605355,7.243755672884502,7.099966598315158,7.388957648981947,3.901618803252421
img\image_67.jpg,Italiano: Modica: interno della chiesa di S. Maria di Betlemme (xilografia di Barberis 1892).,7.652336110394192,7.73547300877233,7.725257842458353,7.4962774799518925,4.175239422078684
img\image_68.jpg,Polski: Tomasz Majewski na stadionie Orła podczas 4. Mityngu Kamili Skolimowskiej 25 sierpień 2013,6.597692586253776,6.666891488598456,6.63761608707458,6.488570183088293,4.417659798384442
img\image_69.jpg,Official Russian Empire coat of arms Turgai Oblast. Герб Российской Империи Тургайской области в Гербовнике МВД. Утверждён Императором Всероссийским Александром Вторым в 1878 году.,6.970026491505588,6.997354643036459,6.984645671885836,6.928079159594469,4.918029219332537
img\image_70.jpg,日本語: 城南学園幼稚園,7.824109358201553,7.883676796004421,7.837192940235998,7.751458338364238,3.4182958340544896
img\image_71.jpg,English: Portrait of Lord Stanley of Preston.,6.929355756480253,6.929355756480254,6.929355756480254,6.929355756480254,3.933209418831506
img\image_72.jpg,"The Clash, Chateau Neuf, Oslo, Norway",4.967587321631659,4.967587321631659,4.967587321631659,4.967587321631659,3.841096866085959
img\image_73.jpg,Structure of presenilin,1.0077720406042496,1.1045014230500356,0.7975770810683871,1.1212376176943257,3.588354347173234
img\image_74.jpg,"""English: A starboard quarter view of a Soviet Project 941 """"Akula"""" class (NATO reporting name: """"Typhoon"""") ballistic missile submarine underway.""",7.603167866413782,7.6031678664137825,7.6031678664137825,7.6031678664137825,4.472806842011814
img\image_75.jpg,Alishan Forest Railway Diesel locomotive DL42 阿里山森林鐵路柴油機車DL42,7.495724534836296,7.5743173482514745,7.545248064191307,7.367608192066107,4.610584468497626
img\image_76.jpg,"Karachi Streetshots. Karachi by day, on the road.",7.389055408225079,7.402956546456512,7.427537098235284,7.336672579983439,3.871323681559686
img\image_77.jpg,"Русский: Фрост Олимпос в Авачинской бухте, Тихий океан, Авачинская губа, Камчатский край, Петропавловск-Камчатский in Avacha Bay Petropavlovsk-Kamchatskiy 27 August 2010 (в бухте находятся военный корабль Иней с сопровождением РБ-262, Фрост Олимпос и катер береговой охраны, на заднем плане ЗАТО Вилючинск и вулкан Вилючинская сопка) English: Frost Olympos in Avacha Bay Petropavlovsk-Kamchatskiy 27 August 2010 (Iney assisted by RB-262; patrol vessel of the coast guard of the Russian Federation, ZATO (closed administrative-territorial formation) Vilyuchinsk and Vilyuchik in the background)",7.0117914740257445,7.239892578527288,6.910492026424168,6.8849898171257795,5.352626656941802
img\image_78.jpg,"Français&#160;: Diffa offerte le 30 septembre 1866, par la société minière Mokta el-Hadid (Algérie), au vice-amiral de Gueydon, commandant en chef.",6.779143413849277,6.461998136055556,6.907354140232799,6.968077965259476,4.656028616543548
img\image_79.jpg,Nederlands: Bibliotheek van Merksem,6.010124744638979,6.047768276051291,6.022934464856707,5.959671493008939,3.9001530166977116
img\image_80.jpg,"English: 'Resolution' in Belfast. The highly unusual ship 'Resolution' in the building dock at Harland and Wolff in Belfast beneath the gantry cranes 'Samson' and 'Goliath' 599214 The ship is used in the construction of offshore windfarms and was in Belfast to collect turbine foundations that had been manufactured by Harland and Wolff for an offshore windfarm in the Solway Firth (see http://news.bbc.co.uk/1/hi/scotland/south_of_scotland/7151034.stm ). Its unusual shape comes from the six 130m legs which, once on site, jacks the vessel out of the water and provides a stable working platform to construct windfarms at sea. See http://www.ship-technology.com/projects/mayflower/ for some technical info on the Resolution.",7.206471047752809,7.45436259105154,7.184504788333734,6.980545763873152,4.505475859965822
img\image_81.jpg,"""9th Annual Saturday Night Cruise-In September 20,2014 Hastings, Minnesota My second time to this event and the second time I got rained on. It was nice before and after the rain though. I did miss quite a few great cars that left before I could capture them, including a white 1962 Imperial that I caught a glimpse of at &quot;Back to the 50's&quot; More of my car pictures at my Flickr site: &lt;a href=""""https://www.flickr.com/photos/greggjerdingen/collections/72157631550277505/""""&gt;www.flickr.com/photos/greggjerdingen/collections/72157631...&lt;/a&gt;""",7.430108967253857,7.489761761506452,7.429046338462312,7.371518801792807,4.748500928418427
img\image_82.jpg,"English: Samuel Cole Wright, a veteran of the American Civil War and recipient of the Medal of Honor",7.197949727376302,7.197949409484863,7.197949409484863,7.197949409484863,4.04325496976185
img\image_83.jpg,Norsk bokmål: NM landevei fellesstart 2020 Røyse - 9 Idar Andersen - 13 Jonas Iversby Hvideberg,7.456110197812266,7.45005746745646,7.482246537123396,7.436026588856942,4.3539641685724
img\image_84.jpg,English: Municipal locator,3.1938578214323208,3.261283750562418,3.1600833695076096,3.1602063442269346,3.9500637564362093
img\image_85.jpg,"Русский: Иконостас, барабан",7.7338300995061795,7.771061304022098,7.6663749703839095,7.764054024112531,3.6437763910523575
img\image_86.jpg,English: Iran - Hamedan view from Alvand Mountain,7.309537929021073,7.026558944546338,7.189939816165456,7.7121150263514275,3.978366793760432
img\image_87.jpg,"English: Limestone sarcophagus of Bakenranef, vizier under Psametek I. From his tomb (Saqqara). Reign of Psametek I, 26th dynasty, Late Period. Florence, Museo archeologico nazionale. Italiano: Sarcofago in pietra calcarea di Bakenrenef, visir sotto Psammetico I, rinvenuto nella sua tomba a Saqqara. Regno di Psammetico I, XXVI dinastia, Epoca Tarda. Firenze, Museo archeologico nazionale.",7.008852544300847,7.3290468422278074,7.078152177948407,6.619358612726327,4.335085156920799
img\image_88.jpg,Français&#160;: Le bâtiment voyageurs vers 1900.,7.849824020627274,7.849824020627274,7.849824020627274,7.849824020627274,4.571854365656769
img\image_89.jpg,"Italiano: Abbazia di San Michele Arcangelo a Poggio Renatico. In stile gotico-lombardo del XIV secolo, è stata inaugurata nel 1907. Sul tetto sono visibili i danni del terremoto dell'Emilia del 2012. Sulla destra si intravedono i detriti derivanti dai resti del campanile, demolito con 120 microcariche di dinamite dopo essere rimasto seriamente danneggiato dal terremoto.",6.986298649478496,7.214704734726774,7.344768995677992,6.399422218030725,4.1471247401854825
img\image_90.jpg,Localisation du Bassigny,6.049574742822233,6.490782554609595,6.22340313988574,5.434538533971361,3.6572682296173897
img\image_91.jpg,Ελληνικά: Γιώργος Σουφλιάς,7.215873639991012,7.415212237588199,7.176163713898295,7.056244968486542,3.9500637564362093
img\image_92.jpg,English: States won by PRI,0.5106579297759654,0.2382120667856201,1.0554453707651412,0.2383163517771347,3.9021748142117274
img\image_93.jpg,Deutsch: Bezirk Feldkirchen,1.4987535265050116,1.4987535265050116,1.4987535265050116,1.4987535265050116,3.9400726873486547
img\image_94.jpg,English: Batavia Stad Nederlands: Batavia Stad,7.778316016097601,7.812258847644286,7.818124108815697,7.70456509183282,3.6452222170590125
img\image_95.jpg,"Hip hop group Little Brother performing in Atlanta, Georgia.",6.319398225553382,6.63373211213022,6.231691992764174,6.09277057176575,3.896834613373055
img\image_96.jpg,English: Grumman F-11F Tiger and Fleet Model 2 in the Cradle of Aviation Museum. Grumman F-11F Tiger en Fleet Model 2 in het Cradle of Aviation Museum.,7.54721803145637,7.725171628071465,7.409059270288521,7.507423196009122,4.126295109655747
img\image_97.jpg,"Форт Александр I. Внутренний двор. This is a photo of a cultural heritage object in Russia, number: 7810285015 This template and pages using it are maintained by the Russian WLM team. Please read the guidelines before making any changes that can affect the monuments database!",7.703694466033368,7.810765663824084,7.664893403750322,7.635424330525698,4.67788833462867
img\image_98.jpg,Paul-Gerhardt-Gymnasium in Gräfenhainichen,7.242931629223254,7.420800982063382,7.235826245358059,7.072167660248322,4.091622411276601
img\image_99.jpg,Deutsch: Kurt Christoph Graf von Schwerin Русский: Памятник графу Шверину,7.598061101023685,7.578944281825032,7.576746710408974,7.638492310837049,4.9150485311271215
img\image_100.jpg,"English: Hagfish, Duiker Point, Cape Peninsula.",6.9742483060886995,6.63188451147845,7.340207894227976,6.95065251255967,4.1452520227940735
img\image_101.jpg,Slovenščina: Kapela Puževci Slovenija English: Chapel Puževci Slovenia,7.4874505863527,7.660405858512755,7.614161080750453,7.18778481979489,4.030570653793757
img\image_102.jpg,Deutsch: Jörg Zager,7.360261086983525,7.4048661338763395,7.272805072451794,7.403112054622442,3.8268748818646374
img\image_103.jpg,"Deutsch: Eustachius de Lannoy ergibt sich 1741, nach der Schlacht von Colachel, Gemälde, um 1750, Padmanabhapuram Palast, Tamil Nadu, Indien",7.4054065666438165,7.573839224913453,7.519291904572016,7.123088570445981,4.357683366296772
img\image_104.jpg,Čeština: Stolová hora Pfaffenstein Autor Zp.,7.723979222360441,7.7767617451682005,7.747094458674223,7.648081463238899,4.144106550888951
img\image_105.jpg,"English: Nishitetsu Shirakibaru Station(eastside entrance), Nishitetsu Tenjin Omuta Line. 日本語: 西鉄天神大牟田線 白木原駅（東口）",7.372732807002727,7.381090037073313,7.375571081189631,7.361537302745238,4.689681581840394
img\image_106.jpg,Català: Maquesta del lloc arqueològic de Kotosh del Museu de Kotosh,7.727049576351585,7.77870289627015,7.6675098358067455,7.73493599697786,3.97273331898716
img\image_107.jpg,"English: Thomas Fischer-Dieskau, nephew of Dietrich Fischer-Dieskau, receives the 2005 Polar Music Prize in place of his uncle from the hands of His Majesty, King Carl XVI Gustaf of Sweden at the Stockholm Concert Hall.",3.3840396818722063,4.04696244084458,3.3260669234887392,2.779089681283298,4.363206382860016
img\image_108.jpg,福州东站 - Fuzhou East Railway Station - 2014.09,7.508746640579898,7.707200350954783,7.517382376069412,7.301657194715499,4.45019589235169
img\image_109.jpg,"English: Lutheran church in Moruț, Bistrița-Năsăud county, Romania Română: Biserica evanghelică (turnul clopotniță și ruina navei bisericii evanghelice C.A.), sat Moruț; comuna Matei This is a photo of a historic monument in județul Bistrița-Năsăud, classified with number BN-II-m-B-01679",7.653834365997319,7.61577781241564,7.677456427773468,7.6682688578028495,4.531039014607996
img\image_110.jpg,Eesti: Stockholmi Eesti Kooli koor XI noorte laulu- ja tantsupeo rongkäigus,7.6524402713584605,7.618937385061642,7.650556136195237,7.687827292818502,4.030922825273811
img\image_111.jpg,English: Folk festival in Bukowsko.,7.607679597647255,7.743179487318455,7.7067025841253685,7.373156721497944,4.050013373778756
img\image_112.jpg,"Deutsch: Neudörfl, „Hofleithamühl“.",7.7325590198465335,7.7325590198465335,7.7325590198465335,7.7325590198465335,4.343289445392767
img\image_113.jpg,"Deutsch: Pallas Spangel, Rektor Universität Heidelberg, Buchtitelseite",6.618643832163156,6.655859541042805,6.554573746150805,6.6454982092958605,4.136795526410613
img\image_114.jpg,"Deutsch: Lageplan der Südburg von Hattusa, Zentraltürkei",1.2082800156826585,1.2082800156826585,1.2082800156826585,1.2082800156826585,4.233906101728056
img\image_115.jpg,English: Labour Members of Parliament at the opening of a new session of Parliament,7.238036105544411,7.238036105544411,7.238036105544411,7.238036105544411,3.9391738745379006
img\image_116.jpg,"Русский: Смоленское кольцо , 1 этап RTCC 2011",7.387104365731716,7.449255382285143,7.400859134804699,7.311198580105304,4.354936219469005
img\image_117.jpg,Ukrainian SSR (Украинская ССР).,6.542827973345712,7.014258968790793,6.451542106472074,6.16268284477427,4.1313003425053605
img\image_118.jpg,Deutsch: Kartoffelstampfer,5.219716164152028,5.249098658864857,5.179577104729655,5.230472728861571,3.921029621737614
img\image_119.jpg,"English: 50th Munich Security Conference 2014: Saeb Erekat,Valéry Giscard d'Estaing and Tzipi Livni: Saeb Erekat (Head of the Palestinian Negotiation Steering and Monitoring Committee, Palestinian National Authority), Valéry Giscard d'Estaing (Former President of the French Republic) and Tzipi Livni (Minister of Justice, State of Israel).",7.424416120015547,7.682856734599661,7.411096357236417,7.179295268210564,4.408039721988036
img\image_120.jpg,Svenska: Maskinen 2011.,6.5946407517690995,6.571396466233931,6.553991294052738,6.658534495020632,3.675310868912364
img\image_121.jpg,Français&#160;: L'église Saint-Pierre-aux-Liens à Mazirot Deutsch: Kirche Saint-Pierre-aux-Liens in Mazirot,7.671476196425097,7.766873574782602,7.6544281960826295,7.593126818410059,4.50675892589392
img\image_122.jpg,English: Expulsion of the Russian envoy to the Holy See Felix von Meyendorff by Pope Pius IX in 1864 for insulting catholic faithDeutsch: Die Ausweisung des russischen Gesandten Felix von Meyendorff durch Papst Pius IXPolski: Odprawa udzielona posłowi rosyjskiemu Feliksowi von Meyendorffowi przez papieża Piusa IX,7.5571328121113845,7.5571328121113845,7.5571328121113845,7.5571328121113845,4.383350553398698
img\image_123.jpg,Português: A imagem provém de um artigo (Evolutionary Trends In Crustacea - Malacostraca) e representa a evolução ao longo das eras geológicas desta classe.,1.3379984508010905,1.3379984508010905,1.3379984508010905,1.3379984508010905,4.175954019300953
