image_path,caption,image_entropy_total,image_entropy_r,image_entropy_g,image_entropy_b,text_entropy
img\image_124.jpg,"The first group of irregular maritime arrivals arrived at the regional processing centre in Manus Island, PNG today. The 19 people, comprising families from Sri Lanka and Iran, departed Christmas Island late yesterday. Transfers to Manus Island and Nauru will continue in coming weeks and months.",7.538276780977341,7.628911669345607,7.572529366561305,7.413389307025113,4.156922906392535
img\image_125.jpg,English: Marie of the Incarnation (1566-1618),7.07424539114842,7.435239163123495,6.8890490880124915,6.8984479223092725,4.277871085594326
img\image_126.jpg,"Gedecktes Brüggli, Stich von 1780",6.121392799569435,5.983231910654975,6.178104483797651,6.202842004255681,4.27137063437885
img\image_127.jpg,Deutsch: Unterscheidung Loxodrome – Orthodrome,0.6085489175557081,0.6085489175557081,0.6085489175557081,0.6085489175557081,3.928255912899314
img\image_128.jpg,"Cheirolophus crassifolius, Malta Thanks to Stephen Mifsud http://www.maltawildplants.com Flowering plant",7.7878275120069835,7.859056698186657,7.762573068711426,7.741852769122868,4.320282872554395
img\image_129.jpg,"English: Program book for Women’s Equality Day, Aug. 23, 2016",6.2562987515750335,5.897873003366693,6.5105882408186115,6.360435010539796,4.612645075367672
img\image_130.jpg,"""English: Detail of the nose art on a B-25 Mitchell aircraft, at the Collings Foundation Airshow. Aircraft details: B-25J-15NC c/n 108-32207 44-28932 (N3476G), ex-TB-25J, ex-TB-25N BD-932, ex-air tanker #6, """"Tondelayo"""", Collings Foundation, New Smyrna Beach, FL (A).""",7.1801548231291585,7.2658281111630565,7.183846121205048,7.090790237019373,4.822041668020687
img\image_131.jpg,Death of Sappho,7.341936154680336,7.366616090113096,7.3390077990881935,7.320184574839718,3.240223928941852
img\image_132.jpg,"Dansk: Bodilsker Station, sporside",7.419789098975944,7.317941872915488,7.37345302778633,7.567972396226012,3.833663121159437
img\image_133.jpg,Čeština: filozof Oskar Kraus,7.2276865641276045,7.227686882019043,7.227686882019043,7.227686882019043,3.9407598325400905
img\image_134.jpg,Polski: Besko - oczyszczalnia sciekow,6.905889382414441,7.219731887046189,7.219975168135511,6.277961092061625,3.884600662692359
img\image_135.jpg,Map of the areas where the Finnish language is spoken.,1.5759205717909797,1.5758331708625233,1.5759891841398945,1.5759393603705205,3.8929368087563527
img\image_136.jpg,English: Photo of Blepsias cirrhosus (silverspotted sculpin) at the Vancouver Aquarium,6.845773659497742,7.388900306636662,7.674951859370102,5.473468812486463,4.2349644016080035
img\image_137.jpg,"Español: Panorámica del Hipódromo de San Isidro, donde se observa la redonda de exhibición de los purasangre, la pista de césped y el tablero electrónico indicador de dividendos.",7.467721582548691,7.563522260539215,7.490587715684836,7.34905477142202,4.100899252465394
img\image_138.jpg,"English: Saint Nicholas church in Brădiceni, Gorj county, Romania Română: Biserica „Sfântul Nicolae”, sat Brădiceni; comuna Peștișani, Cătunul Mămăroi This is a photo of a historic monument in județul Gorj, classified with number GJ-II-m-B-09247",7.363196466471188,7.464097803807906,7.424966256290848,7.200525339314811,4.535712682387066
img\image_139.jpg,Moor in Gmös,7.772573241938215,7.798584930597567,7.740001073381508,7.779133721835569,3.0849625007211556
img\image_140.jpg,"English: A historical marker on State Route 205 at the entrance to the James Monroe Family Home Site near Colonial Beach in Westmoreland County, Virginia, United States.",7.5552080249637115,7.571025320490549,7.627859873230073,7.466738881170511,4.136224796271529
img\image_141.jpg,English: Mark Brooks and Emily Kavanaugh,4.645840154608958,4.689108885592409,4.189187923267359,5.059223654967106,4.053701696057348
img\image_142.jpg,"Deutsch: Werbeanzeige der Brauerei Wallach in Heinrich Dittmar/Herbert Jäkel: Geschichte der Juden in Alsfeld. Alsfeld, Geschichts- u. Museumsverein, 1988, S. 107, ISBN 3-927284-00-9",6.18949559578017,6.026131562590592,6.1952575111016825,6.3470977136482345,4.622943413663368
img\image_143.jpg,"English: Map showing the location of the George Washington and Jefferson National Forests in Virginia, United States.",6.473720935420388,6.496112641396685,6.426567781921309,6.498482382943168,4.046509463914259
img\image_144.jpg,"English: Cup of Sahlep in tearoom in Třebíč, Czech Republic. Čeština: Hrnek Sahlepu v čajovně v Třebíči.",6.895727894570716,7.26370775653415,6.832464609277523,6.5910113179004775,4.477049819898608
img\image_145.jpg,"English: 110th Tactical Fighter Squadron McDonnell F-4C-23-MC Phantom 64-0749, Lambert Field, St Louis, Missouri, 1980",7.526295532305721,7.597086978460469,7.572295445523072,7.40950417293362,4.662690802447053
img\image_146.jpg,Español: Estación Ariel (FCPBA),7.516070370484358,7.458975821490453,7.5677920424252,7.52144324753742,4.0667842134731025
img\image_147.jpg,English: Map of French municipality Bayonvillers Français&#160;: Carte des communes françaises Bayonvillers Nederlands: Kaart van Franse gemeente Bayonvillers,0.5819835468426443,0.30830850101225016,0.6146645673643383,0.8229775721513446,4.361891768089531
img\image_148.jpg,English: DJ Rattan,6.53589864141166,6.62823183132254,6.4708597703132025,6.508604322599239,3.7254805569978675
img\image_149.jpg,English: Geneva Motor Show 2017 (photo taken on the first press day) Français&#160;: Salon international de l'automobile de Genève 2017 Deutsch: Genfer Auto-Salon 2017 (Foto vom ersten Pressetag) Italiano: Salone dell'automobile di Ginevra 2017 (foto scattate durante il primo giorno dedicato alla stampa),7.487329253040605,7.4394418052000955,7.508750413910388,7.5137955400113325,4.478271838471121
img\image_150.jpg,"English: Huis Boxbergen, Olst-Wijhe Nederlands: 't Huis Boxbergen, Olst-Wijhe Original caption: Olst. „Boxbergen”",7.486616083763715,7.555634538258241,7.5158111977998185,7.3884025152330866,4.373740407716439
img\image_151.jpg,"Українська: Пам'ятник В.І. Леніну (зруйнований), Харків, майд. Свободи (кол. пл. Ф.Е. Дзержинського)",5.822765203291589,6.374049621128111,5.683764678615093,5.410481310131565,4.692153647355308
img\image_152.jpg,English: Expoforum scale model at Lenexpo Русский: Макет Экспофорума на выставке «Ленэкспо»,7.43095492157672,7.48287937475701,7.352390109735895,7.4575952802372525,4.966117950500481
img\image_153.jpg,Polski: Rozdroże pod Kasprowym. Kasina Turnia i żleb Wrota,7.3873613480963085,7.550775143430879,7.625378604601355,6.985930296256688,4.151192745822556
img\image_154.jpg,Српски / srpski: Glamočko poljeEnglish: Glamoč field,7.458684355601089,7.4455266539140625,7.53940395273157,7.39112246015763,4.390074997229216
img\image_155.jpg,Bärensee,7.688517146126319,7.474951499993009,7.7499212309768435,7.840678707409104,2.4056390622295662
img\image_156.jpg,English: Roxana Moslehi at the Cancer Research Center at SUNY East campus,7.351287517796995,7.340253511321978,7.355311015491523,7.358298026577483,3.8537778503859723
img\image_157.jpg,"Română: Biserica de lemn din Roșia Nouă, județul Arad This is a photo of a historic monument in județul Arad, classified with number AR-II-m-B-00644",7.287919789188966,7.308460142859521,7.279602532367354,7.275696692340025,4.398601276147764
img\image_158.jpg,Deutsch: Verlauf der Miesenbach richtung Süden,7.367179063582565,7.352404516368969,7.427523329262912,7.321609345115814,4.080004825754664
img\image_159.jpg,English: Eugenie Besserer,7.242257882097675,7.242257882097675,7.242257882097675,7.242257882097675,3.267601311512056
img\image_160.jpg,"Craven Cottage, September 2012",7.1449802429454765,7.344196322818901,7.145860778707917,6.944883627309611,3.9362434129830604
img\image_161.jpg,English: Singer songwriter,5.121312463120904,5.7209437074503935,4.989928177699155,4.653065504213165,3.526234909949522
img\image_162.jpg,"English: Donkey dung sea cucumber (Holothuria mexicana). This species of holothurian can attain lengths of 20 inches. U. S. Virgin Islands, Coki Beach, St. Thomas.",7.32190367270731,6.951890802344014,7.562091517398226,7.451728698379691,4.334663442312172
img\image_163.jpg,English: South Branch Bowman Creek on the Mountain Springs Trail in Ricketts Glen State Park.,7.098373244960851,7.421835662210894,7.347137070815359,6.5261470018563,4.060207968074137
img\image_164.jpg,"Picture of Gen Con Indy 2008 in Indianapolis, Indiana, USA.",7.731200391450737,7.786256221010427,7.590179081196355,7.817165872145429,3.9902915156034577
img\image_165.jpg,Français&#160;: Plan de Paris 1858 (Petit Gentilly),5.671522633502227,5.590290623220369,5.679115196718573,5.745162080567738,4.4315584299098445
img\image_166.jpg,"Cañón recuperado de la Fragata Magdalena. Esta fragata, junto al Bergantín Palomo, se hundieron frente a la localidad de Viveiro en el año 1810.",7.388258000550894,7.404711656912097,7.505788085777351,7.254274258963232,4.173127732312638
img\image_167.jpg,"English: The office building of the Armenian Patriarchate of Constantinople, across the street from the Surp Asdvadzadzin Patriarchal Church.",7.710993279462173,7.622182377395083,7.654127062810649,7.856670398180785,4.168850825544456
img\image_168.jpg,German art historian and writer Anton Heinrich Springer.,6.868467086430382,6.868467086430382,6.868467086430382,6.868467086430382,3.714903638312361
img\image_169.jpg,Deutsch: Hammer Philippsburg / Hammer Rosenberg (linkes Gebäude) - rechts im Vordergrund Brücke und Teil vom Rosenbach,7.2481625427865,7.282611356857976,7.318484125189647,7.1433921463118795,4.325384222796897
img\image_170.jpg,English: Larvae eating on an Opuntia Cacti,7.42719166320289,7.523491879063329,7.572001219254145,7.186081891291194,3.76996110164977
img\image_171.jpg,"The Voice Finalists perform live at Warringah Mall, Sydney, Australia Darren Percival, Sarah De Bono and Rachael Leahcar enjoyed a public appearance at Warringah Mall, on Sydney's northern beaches this afternoon. The former contestants on Channel Nine's 'The Voice' were there to promote their music of course. Hundreds of passionate fans showed up to offer their support and a few lucky ones who bought CD's of their favourite performers from 'The Voice' got them autographed. Their music can also be enjoyed via iTunes. Nova sponsored the event. Music remains a popular medium in the reality TV industry. The Voice (U.S) is currently screening on Australian TV, but has not enjoyed the same ratings success as the Australian version. We wish all of the performing artists well as their careers continue to evolve in front of appreciative Australian audiences. Websites iTunes - Sarah De Bono itunes.apple.com/au/artist/sarah-de-bono/id516897190 The Voice (Australia) www.thevoice.com.au Warringah Mall www.warringahmall.com.au Nova www.novafm.com.au Channel Nine www.channelnine.ninemsn.com.au Eva Rinaldi Photography Flickr www.flickr.com/evarinaldiphotography Eva Rinaldi Photography www.evarinaldi.com Music News Australia www.musicnewsaustralia.com",6.658653084019331,7.000848428908991,6.501119982085951,6.473990841063051,4.379999705898998
img\image_172.jpg,Doliocarpus brevipedicellatus Garcke - DILLENIACEAE - Parque Ecológico dos Jequitibás - Sobradinho - Distrito Federal - Brasil.,7.540037623624414,7.474265264292285,7.581458029551811,7.564389577029147,4.219033529921596
img\image_173.jpg,English: Lymph node Japanese labels are substtuted for English ones.,2.4855536089616557,2.400214712959826,2.5828606185535743,2.473585495371567,4.084608753960208
img\image_174.jpg,"Français&#160;: Mairie de La Grange, Doubs, France",7.682065544226249,7.7543327648065805,7.667568829424139,7.624295038448028,4.313269689515108
img\image_175.jpg,English: Gutshaus in Goldenbow,7.666721983953873,7.7833573044234825,7.787398446171878,7.429410201266258,3.872905595320056
img\image_176.jpg,A potograph of the Woodforde's Brewey at Woodbastwick in the county of Norfolk within the UK. DAF LF and Ford Transit.,7.3012174596034,7.266157832731851,7.221151414719275,7.416343131359073,4.107691146512632
img\image_177.jpg,English: Chengannur Mahadeva temple,7.021787517407165,7.158428243080042,7.0818975197715215,6.825036789369928,3.8972997175517152
img\image_178.jpg,English: Haul bag,7.593387091570986,7.635192982824423,7.576490615669886,7.568477676218652,3.4992275471326932
img\image_179.jpg,Português: Feira livre de Monte Alegre no CEASA.,7.676586457502654,7.710313913303162,7.669197770706479,7.650247688498319,4.042090492159283
img\image_180.jpg,"José Sócrates, lors de son message de Noël, en 2008.",6.920081871656258,7.389653734617863,6.826304354841996,6.544287525508915,3.9995652571050435
img\image_181.jpg,"English: A Rhizostoma pulmo jellyfish washed ashore on Bournemouth beach, Dorset.",7.439662904722124,7.289006229606169,7.460844038456868,7.569138446103334,4.272984535634486
img\image_182.jpg,English: An example of a botanical garden in Bogor in Indonesia.,6.7051942143782375,6.80254240279319,6.701959118896513,6.611081121445009,3.9201625568624316
img\image_183.jpg,Imagem do atentado de Vaillant publicada em 1893 no jornal Le Petit Parisiensi em 1894.,7.489370690214412,7.489370690214413,7.489370690214413,7.489370690214413,4.154810308473277
img\image_184.jpg,"""English: Wood engraving of """"The thrones and palaces of Babylon and Nineveh"""" by John Philip Newman.""",7.739167994447274,7.739167994447273,7.739167994447273,7.739167994447273,4.2084105787803585
img\image_185.jpg,"Amalie Hohenester (Birth name&#58; Amalie Nonnenmacher; 1827–1878), German physician (alternative medicine)",2.000598412440505,1.9134112956825788,2.1749726459563576,1.9134112956825788,4.404996050513458
img\image_186.jpg,"English: Team Italy, ice hockey. Euro Ice Hockey Challenge, 2003, Briançon, France. Français&#160;: Equipe d'Italie de hockey sur glace. Euro Ice Hockey Challenge, 2003, Briançon, France.",7.462964315264455,7.425293455642475,7.489479432213908,7.474120057936983,4.5144996524442425
img\image_187.jpg,日本語: 国鉄80系電車,7.4046338991076714,7.599344457229982,7.4256154976188595,7.188941742474171,3.584962500721156
img\image_188.jpg,English: Marudi Museum,7.581077978240241,7.456204880144901,7.695581394217063,7.591447660358761,3.6635327548042547
img\image_189.jpg,English: Sitting: Nawabzada Mohammad Ismail Khan Of Amb State).,6.964557545453547,6.867756573104256,6.915049188645518,7.110866874610866,4.021828345723555
img\image_190.jpg,"Français&#160;: Extrait d'une ancienne photographie du pont de La Motte, ouvrage d'art franchissant les deux rives de la Loire entre les communes de La Riche et Fondettes, près de Tours, Indre-et-Loire.",7.5259043375651045,7.5698957443237305,7.554780960083008,7.453036308288574,4.299962798912389
img\image_191.jpg,"English: Bosch Reitz, Sigisbert Chrétien ('Gijs') (1860-1938) (1894) in zijn atelier",7.514468781257157,7.514468781257157,7.514468781257157,7.514468781257157,4.542349012616867
img\image_192.jpg,客家語/Hak-kâ-ngî: Nass Corp. logo,1.6229722818589962,1.6447007302429926,1.6133757381412894,1.610840377192707,4.260332600569877
img\image_193.jpg,"Sokol Blosser Winery, Willamette Valley, Oregon",7.587924607686033,7.566834891441761,7.476271529405784,7.720667402210554,3.9003631929147766
img\image_194.jpg,"English: This is a photograph of the main street of Sheffield, Texas, which was old U. S. Highway 290 and part of the Old Spanish Trail Highway. The OST Courts was a small local motel that operated in the community for a number of years in the 1950s and 60s.",7.055383457246833,7.266061399468219,7.081484928617375,6.818604043654908,4.2498020829390315
img\image_195.jpg,English: William P. Sprague from Brady Handy Collection.,6.880831578196175,6.880831578196175,6.880831578196175,6.880831578196175,4.302342869602357
img\image_196.jpg,"English: Gräsköfjärden, narrow coastal inlet in Stockholm archipelago through Kråkhålet at Furusund waterway",6.9382745273953885,7.197970514682513,6.936500592924052,6.6803524745796015,4.404251854233503
img\image_197.jpg,English: Ambulance wagons returning to El Arish from Rafa,6.748646353907617,6.748646353907617,6.748646353907617,6.748646353907617,3.9994953919889884
img\image_198.jpg,"Français&#160;: Croisée, vue vers l'est.",7.532309243762079,7.502355794451396,7.585978132043797,7.508593804791043,4.453055907333275
img\image_199.jpg,"English: Sale notice for Trafford Hall, Chester in 1927",7.079392905483847,7.085746205737726,7.076302344435839,7.076130166277975,4.115018977311122
img\image_200.jpg,English: A magnified image of Pthirus gorillae.,4.138634613809452,4.086068430187475,4.147876308802643,4.1819591024382365,3.984919968468757
img\image_201.jpg,Deutsch: Findling über dem Grab von Görtz auf dem Kirchhof neben der Kirche in Münchehofe der gleichnamigen Gemeinde im Landkreis Dahme-Spreewald in Brandenburg,7.828357032393197,7.831010794027882,7.897055393907673,7.757004909244039,4.178155231556432
img\image_202.jpg,Deutsch: Herz Jesu Kirche Amstetten,7.3881952238206425,7.520339211300719,7.49485970341299,7.1493867567482186,3.7858673024119973
img\image_203.jpg,"Saint Michael and the angels fighting the Wyvern. MS. 724/1596 f.15r St. Michael and the Angels fighting the dragon, from 'Liber Floridus' by Lambert de Saint-Omer, c.1448 (vellum)",7.442310676967395,7.505783529088774,7.320509735168522,7.50063876664489,4.581329179269286
img\image_204.jpg,"English: Stiftsherrenhaus at the city of Hamelin, Germany Deutsch: Stiftsherrenhaus in der Hamelner Innenstadt",7.791515086726872,7.818934750394553,7.721949192238586,7.833661317547476,3.9592003001664384
img\image_205.jpg,"Čeština: Lípa v Dýšině - památný strom v obci Dýšina, okres Plzeň-město Deutsch: Winter-Linde (Tilia cordata) in Dýšina, Bezirk Plzeň-město (Pilsen-Stadt), Tschechien English: Small-leaved Lime (Tilia cordata) in Dýšina, District Plzeň-město, Czech Republic",7.667456582476511,7.667162711687431,7.688067245294931,7.647139790447172,4.571812807454895
img\image_206.jpg,English: Sapium insigne,7.657495001392487,7.546197774436571,7.879865378688935,7.546421851051955,3.501397825434103
img\image_207.jpg,"Français&#160;: Montbrison, médiathèque départementale de la Loire",7.626771734242819,7.645078370199899,7.629343217591994,7.605893614936566,4.505774800848838
img\image_208.jpg,فارسی: اطلاعات درست,5.842487336932233,5.802563756171138,5.906083064149268,5.818815190476294,3.40582225028569
img\image_209.jpg,"Corniche Président John Kennedy, plage",7.404543678775873,7.487287783073921,7.350127897825239,7.376215355428461,4.0579464358416475
img\image_210.jpg,Русский: Табличка на входе в детскую библиотеку имени С. М. Голицына в Коврове,7.34815357405424,7.349410437535674,7.306736155741537,7.388314128885506,4.274068451277355
img\image_211.jpg,"English: Cliffs at Whaligoe. Caithness, Highland council area, Scotland.",7.680457281146783,7.725522418330152,7.689646991653586,7.626202433456612,4.067504739396551
img\image_212.jpg,"Español: Cuadra del 0 al 100 de Avenida Pueyrredón, frente a la Plaza Miserere (o Plaza Once de Septiembre). Todos los edificios comparten una antigua recova que cubre la vereda, con locales comerciales. Buenos Aires, Argentina.",7.673669766251891,7.793067652969801,7.910337227951707,7.317604417834167,4.216248456457645
img\image_213.jpg,Čeština: Doňov,3.9393031544599872,3.9964709572849655,3.8865378593158235,3.934900646779174,3.6644977792004623
img\image_214.jpg,BW Bank,7.732787937317795,7.777970309801909,7.6210824448695575,7.799311057281918,2.5216406363433186
img\image_215.jpg,"English: Flabiol of instrument maker P. Pardo, La Bisbal, Catalonia, 1967 Deutsch: Flabiol des Instrumentenbauers P. Pardo, La Bisbal, Katalonien, 1967 (Unterseite, Mundstück 8 cm und Blasrohr 17 cm inkl Aufsatzstück)",7.6565402411404335,7.683703555022987,7.674138318421732,7.611778849976583,4.4930728813600105
img\image_216.jpg,"Deutsch: Oberer und Unterer Grindelwaldgletscher mit Wetterhorn, Mettenberg und Eiger 1774. Öl auf Leinwand, 82 x 226 cm. Aargauer Kunsthaus, Aarau.",7.597188846712967,7.6907498260777025,7.520313414269152,7.580503299792046,4.370961585298986
img\image_217.jpg,"Español: Ayuntamiento de Almería, actualmente bajo reformas",7.433530467173033,7.505213585513342,7.46372248464878,7.331655331356977,4.086791405663512
img\image_218.jpg,"Español: «José Carvajal y Hué, último ministro de Estado», en la revista española La Ilustración Española y Americana.",6.485073139732909,6.4850731397329096,6.4850731397329096,6.4850731397329096,4.263756030992434
img\image_219.jpg,"Deutsch: HSD Hochschule Döpfer, Köln",7.47846139362055,7.4742429868675675,7.467093409200184,7.494047784793899,3.9302252658009036
img\image_220.jpg,English: Cardiff Castle ( Wales ). Castle apartments: Library ( 1870s ) - Allegory of Assyrian literature ( relief by Thomas Nicholls ). Deutsch: Cardiff Castle ( Wales ). Palas: Bibliothek ( 1870s ) - Allegorie der assyrischen Literatur ( Relief von Thomas Nicholls ).,7.662595443926631,7.690388510403951,7.7094288593457,7.587968962030242,4.363900660150819
img\image_221.jpg,"Русский: Трамвай 71-615 номер 212, улица Кирова, Пятигорск.",7.230836070772125,7.168848386207728,7.361646686282235,7.162013139826415,4.521953643641603
img\image_222.jpg,"Station de Plaine-Joux (Passy, Haute-Savoie, France)?. Rassemblement d'enfants de classe de neige.",7.6371858729579865,7.78164951957174,7.710836828849295,7.419071270452925,4.337298959697399
img\image_223.jpg,"English: First Presbyterian Church, Greeneville, TN and its adjacent chapel",7.736140337645664,7.8321480126074725,7.750988729057742,7.625284271271778,4.108725531455404
img\image_224.jpg,Euskara: Laida Lertxundi. Zinemagilea eta unibertsitateko irakaslea,7.188138134224562,7.599866956623944,7.163309424572482,6.801238021477259,3.889310119609546
img\image_225.jpg,Rio Tietê na Marginal do Tietê - quase limpo!,7.535988620210773,7.6561996831587145,7.355636488220949,7.596129689252656,3.911421641246037
img\image_226.jpg,"Western oases, El Kasr Egypt",7.161018640874791,7.206792147683354,7.077526669620563,7.198737105320456,3.607010619399146
img\image_227.jpg,"For documentary purposes the German Federal Archive often retained the original image captions, which may be erroneous, biased, obsolete or politically extreme. Der Stabschef der SA. Ernst Röhm, wurde auf Vorschlag des Reichskanzlers zum Reichsminister ohne Geschäftsbereich ernannt! Der Reichspräsident zum Reichsminister ernannte Stabschef der SA. Ernst Röhm, welcher somit Mitglied der Reichsregierung wurde. [Text der erneuten Herausgabe im November 1933] Information added by Wikimedia users.English: Ernst Röhm, wearing a „Kampfbinde“ on his arm.",7.3324585892694545,7.332458589269455,7.332458589269455,7.332458589269455,4.357141542211677
img\image_228.jpg,日本語: 権現造平面図(神社建築) English: Gongen Zukuri(Honden structure of Shrine),0.4770024381833294,0.2919465043310595,0.6262571560491217,0.512803654169807,4.697090231779982
img\image_229.jpg,Map of Greece with General Directorates.,1.342590357051055,1.4243835331982315,1.345720800021568,1.257666737933366,3.902655596558187
img\image_230.jpg,Deutsch: Tafel zur Erinnerung an die Internierung von Franzosen in Seedorf/BE 1940.,6.74344162696849,6.861461076671547,6.7601111187541285,6.6087526854797956,4.134657583674014
img\image_231.jpg,English: Regulus stranded in the mud in front of Fouras under attack by British ships August 1809,6.660333312900678,6.660333312900677,6.660333312900677,6.660333312900677,4.215209364072167
img\image_232.jpg,"English: Title: Wheeling Hospital, Wheeling, W. Va. Subjects: Hospitals Places: West Virginia &gt; Ohio (county) &gt; Wheeling Notes: Title from item. Extent: 1 print (postcard)&#160;: linen texture, color&#160;; 3 1/2 x 5 1/2 in. Accession #: 06_10_022617",7.744602213649082,7.803913104660999,7.737414565478258,7.69247897080799,4.729642874439034
img\image_233.jpg,日本語: インドネシアの大豆発酵食品であるテンペ,7.290415634911251,7.21221153202098,7.276867333411307,7.382168039301465,4.501629167387823
img\image_234.jpg,Polski: Kościół filialny pw. Narodzenia NMP w Wąsoszu,7.49927207741401,7.367800043222175,7.544600944979898,7.585415244039959,4.312155125513058
img\image_235.jpg,"English: Colonial Georgian-style 1746 house built by Judge Seth Wetmore. Intersection of Connecticut Route 66 and Camp Road. Johnathan Edwards, Aaron Burr, and Lafayette were visitors here.",7.575537175101846,7.593679061506638,7.5841742350648,7.548758228734096,4.371073418944142
img\image_236.jpg,"English: parkside high school in hamilton, ontario",7.618110388037668,7.590708869876371,7.572392671185269,7.691229623051369,3.9537863204943653
img\image_237.jpg,"Français&#160;: Le cotre de pêche «&#160;FREPAT&#160;» participant à la parade nautique sur le Charente à Rochefort-sur-Mer, en l’ honneur de la mise à l’eau de la frégate «&#160;L’hermione&#160;» le vendredi 6 juillet 2012. Ce bateau de pêche a été construit aux Sables d’ Olonnes en 1942. Il a été utilisé pour pêcher des poissons et draguer des coquillages. Immatriculation: LR 277074. Rochefort-sur-Mer, Charente Maritime, France.",7.0580538634506595,6.981521095152155,7.023645255036092,7.168995240163731,4.688534639513881
img\image_238.jpg,English: The first President of India with members of the Delhi District Congress Committee (Ward No. 6) when they came to collect donation for providing relief to the East Bengali refugees.,7.5233428173703265,7.5233428173703265,7.5233428173703265,7.5233428173703265,4.140886178679239
img\image_239.jpg,Blick vom ehemaligen Bahnhof über das innere Korsører Hafenbecken zur Festung.,7.41544473353265,7.574692974685894,7.488016031168318,7.183625194743735,4.180162145484923
img\image_240.jpg,English: Mesopotamia_7000-6000 BC Català: Mesopotamia_7000-6000 aC,1.2459498447997956,1.2473994076234092,1.2292646073568247,1.2611855194191528,4.104165142868889
img\image_241.jpg,English: ST.IGNATIUS PLAZA中文（台灣）‎: 徐匯廣場,7.452993144975241,7.522387583659677,7.517811132070003,7.318780719196041,4.541311192999328
img\image_242.jpg,"Hrvatski: Župna Crkva Rođenja Blažene Djevice Marije, Višnjevac. Svibanj, 2011.",7.318485056161761,7.400023025712475,7.317875120696751,7.237557022076056,4.414231464668433
img\image_243.jpg,"English: Stained glass window, St Leonard's, Bretforton, Worcestershire Cymraeg: Ffenestr lliw, Eglwys Sant Leonard, Bretforton, Swydd Gaerwrangon",6.042098936737985,6.189059868838355,6.015940497649294,5.9212964437263045,4.1368282918755375
img\image_244.jpg,English: Moscow Theatre Estrada,6.130865924434346,6.377713786479969,6.086881357454161,5.928002629368907,3.8890495359141686
img\image_245.jpg,"""Nederlands: Beeldenboulevard Papendrecht, Merwehoofd. Kunstwerk """"Volupté"""" van Maïte Duval.""",7.718498328591424,7.72213076580328,7.716737424143767,7.716626795827224,4.350604512027902
img\image_246.jpg,"Map of eastern Moscow (Tagansky District, southern side of Basmanny District). 1760-1768.",7.118846241996015,6.764706992977705,7.000440582888695,7.5913911501216464,4.517209934409756
img\image_247.jpg,"""Italiano: Lo stabilimento della """"Campari"""" a Novi Ligure, situato nei pressi della Strada Provinciale 115.""",7.346429180056155,7.413737974651151,7.359177849406572,7.266371716110742,4.1223962529042995
img\image_248.jpg,Magyar: Horthy és Hitler Kielben,6.972809935645114,7.152689479003051,6.971909804810867,6.793830523121427,3.9917292966721747
img\image_249.jpg,English: Please see filename,7.609577733465229,7.599737626854002,7.573597689800122,7.655397883741561,3.381778244882831
img\image_250.jpg,"Français&#160;: Chapelle Notre-Dame du Perpétuel Secours, à l'entrée du hameau de Ermensbach. Rimbach-près-Masevaux. Haut-Rhin.",7.653569103641462,7.654376663707974,7.6944749477792405,7.6118556994371716,4.58402446252894
img\image_251.jpg,"מחוז הדרום, מחולק לנפות",2.4367267711419953,1.7316776972241539,2.6388296023826094,2.9396730138192226,3.708132064658602
img\image_252.jpg,"""עברית: ותיקי צוות אח""""י קשת מספרים על קרבות הטילים במלחמת יום הכיפורים לקדטים בבית הספר לקציני ים עכו""",7.793491398022433,7.830900811561457,7.8125946177624455,7.736978764743398,4.100470594611199
img\image_253.jpg,"English: Close up of Ole Olsen monument in Hammerfest, by me on 17 May 2007 Manxruler 21:53, 8 June 2007 (UTC)",7.447696730969763,7.611472619987935,7.403416931112655,7.328200641808696,4.437606797478823
img\image_254.jpg,Català: Muralla d´entrada a &quot;Dalt Vila&quot; This is a photo of a monument indexed in the Spanish heritage register of Bienes de Interés Cultural under the reference RI-51-0001114.,7.044669400096237,7.304268476364231,7.188866891506298,6.6408728324181805,4.4080730984874155
img\image_255.jpg,BC's Government House,7.49839839548563,7.412547297754328,7.458099800294611,7.624548088407954,3.7849418274376423
